Wardcode,YearendingMar2000,YearendingJun2000,YearendingSep2000,YearendingDec2000,YearendingMar2001,YearendingJun2001,YearendingSep2001,YearendingDec2001,YearendingMar2002,YearendingJun2002,YearendingSep2002,YearendingDec2002,YearendingMar2003,YearendingJun2003,YearendingSep2003,YearendingDec2003,YearendingMar2004,YearendingJun2004,YearendingSep2004,YearendingDec2004,YearendingMar2005,YearendingJun2005,YearendingSep2005,YearendingDec2005,YearendingMar2006,YearendingJun2006,YearendingSep2006,YearendingDec2006,YearendingMar2007,YearendingJun2007,YearendingSep2007,YearendingDec2007,YearendingMar2008,YearendingJun2008,YearendingSep2008,YearendingDec2008,YearendingMar2009,YearendingJun2009,YearendingSep2009,YearendingDec2009,YearendingMar2010,YearendingJun2010,YearendingSep2010,YearendingDec2010,YearendingMar2011,YearendingJun2011,YearendingSep2011,YearendingDec2011,YearendingMar2012,YearendingJun2012,YearendingSep2012,YearendingDec2012,YearendingMar2013,YearendingJun2013,YearendingSep2013,YearendingDec2013,YearendingMar2014,YearendingJun2014,YearendingSep2014,YearendingDec2014,YearendingMar2015,YearendingJun2015,YearendingSep2015,YearendingDec2015,YearendingMar2016,YearendingJun2016,YearendingSep2016,YearendingDec2016,YearendingMar2017,YearendingJun2017,YearendingSep2017,YearendingDec2017,YearendingMar2018,YearendingJun2018,YearendingSep2018,YearendingDec2018,YearendingMar2019,YearendingJun2019,YearendingSep2019,YearendingDec2019
E05011348,122500.0,125250.0,130500.0,135950.0,138000.0,146500.0,146850.0,157000.0,164000.0,164400.0,172250.0,186500.0,199500.0,200000.0,215000.0,215000.0,219823.0,229500.0,218000.0,222500.0,218000.0,225000.0,240000.0,244950.0,247250.0,249950.0,265000.0,265000.0,265000.0,265000.0,260000.0,269998.0,273000.0,287000.0,297000.0,265000.0,245000.0,220000.0,225000.0,223750.0,222000.0,228750.0,230000.0,230000.0,250000.0,262000.0,280000.0,285000.0,280000.0,282500.0,280000.0,275000.0,260000.0,250000.0,250000.0,250000.0,250000.0,262500.0,269950.0,268495.0,269473.0,269950.0,279495.0,291750.0,305475.0,319995.0,319995.0,319950.0,315000.0,319950.0,319995.0,350000.0,359950.0,365000.0,364000.0,355000.0,360000.0,354498.0,357500.0,358750.0
E05011349,90000.0,99000.0,103000.0,109500.0,112000.0,114000.0,117000.0,122000.0,122500.0,129000.0,135000.0,137250.0,148975.0,157500.0,163500.0,162000.0,162000.0,165000.0,167250.0,172500.0,175000.0,177000.0,178000.0,180000.0,184000.0,194000.0,190000.0,193500.0,193000.0,197250.0,200000.0,205000.0,210000.0,209500.0,209000.0,189000.0,186750.0,181500.0,185500.0,189475.0,190000.0,200000.0,201500.0,210000.0,205000.0,205000.0,205000.0,199000.0,197750.0,205000.0,207500.0,212998.0,215000.0,206000.0,210000.0,212000.0,215000.0,220000.0,227500.0,238000.0,249498.0,243000.0,248975.0,247750.0,250000.0,260000.0,267500.0,270000.0,282000.0,300000.0,285000.0,290475.0,295000.0,295000.0,305900.0,309750.0,308000.0,309375.0,307000.0,311000.0
E05010921,65000.0,69500.0,71250.0,76500.0,81000.0,85500.0,86950.0,88000.0,90000.0,91000.0,95000.0,109950.0,110000.0,114000.0,117750.0,121000.0,124500.0,130000.0,132000.0,135000.0,137500.0,145000.0,146250.0,154950.0,154475.0,157477.0,159500.0,158950.0,160000.0,160000.0,163000.0,163725.0,166000.0,169000.0,157000.0,156125.0,154500.0,150000.0,152500.0,151000.0,149500.0,152000.0,150000.0,157000.0,157975.0,161000.0,169500.0,159000.0,159000.0,158000.0,150000.0,150000.0,151000.0,152000.0,160000.0,160000.0,163000.0,166625.0,167750.0,173750.0,176000.0,177000.0,182500.0,184500.0,185000.0,189975.0,193500.0,197000.0,206000.0,220000.0,209000.0,217500.0,225000.0,227500.0,249995.0,245000.0,244025.0,243028.0,243028.0,243000.0
E05010922,72500.0,77450.0,80000.0,84950.0,86250.0,88000.0,88925.0,89000.0,89000.0,93000.0,98250.0,106500.0,109250.0,117500.0,121975.0,126000.0,133000.0,133000.0,140000.0,140000.0,139000.0,141000.0,135750.0,142000.0,144750.0,145750.0,152725.0,154500.0,154000.0,155000.0,156448.0,159000.0,161752.0,163000.0,160632.0,159000.0,158000.0,146000.0,144000.0,140750.0,140500.0,144750.0,144500.0,140000.0,140000.0,139950.0,141000.0,145000.0,146750.0,145000.0,148000.0,152500.0,159500.0,160000.0,162000.0,162500.0,165000.0,167750.0,170000.0,172000.0,170000.0,168250.0,172250.0,177500.0,178750.0,186000.0,192575.0,190000.0,200000.0,199000.0,200000.0,211250.0,209000.0,214500.0,215000.0,208000.0,205000.0,195000.0,198500.0,205000.0
E05010923,65500.0,70000.0,73500.0,78000.0,81500.0,84950.0,86000.0,90000.0,94000.0,99000.0,107750.0,115500.0,119725.0,132000.0,144975.0,156998.0,160000.0,161000.0,160000.0,159000.0,158000.0,165000.0,166000.0,162270.0,164950.0,162270.0,165000.0,170500.0,170000.0,170500.0,172000.0,171800.0,173750.0,175000.0,172500.0,163875.0,165000.0,158000.0,151000.0,155000.0,152000.0,165000.0,165000.0,180000.0,180000.0,180000.0,171000.0,158500.0,158475.0,158000.0,160000.0,167000.0,174000.0,180000.0,175000.0,180000.0,184250.0,190000.0,195000.0,195000.0,195000.0,195000.0,195000.0,208500.0,214375.0,227250.0,230000.0,237500.0,232000.0,236000.0,236000.0,230000.0,255998.0,255000.0,253750.0,257000.0,250000.0,240500.0,243000.0,247250.0
E05010924,64000.0,67500.0,68500.0,73458.0,77500.0,79950.0,79950.0,80000.0,83500.0,88500.0,90000.0,97000.0,100000.0,105000.0,115000.0,119950.0,121500.0,120500.0,124500.0,127250.0,130000.0,132000.0,134500.0,135000.0,138000.0,139225.0,140000.0,141000.0,144000.0,147500.0,151500.0,155000.0,156500.0,157000.0,158000.0,154000.0,152500.0,140000.0,133850.0,134350.0,134000.0,139500.0,145000.0,145500.0,146000.0,143000.0,140000.0,139500.0,138500.0,142500.0,145000.0,145000.0,147000.0,149000.0,157000.0,160000.0,164000.0,160000.0,163000.0,169000.0,170000.0,175000.0,183500.0,185000.0,188000.0,191000.0,202250.0,205500.0,207500.0,210000.0,210000.0,211500.0,211500.0,210000.0,210000.0,210000.0,210000.0,210000.0,205000.0,200000.0
E05010925,84000.0,84950.0,87500.0,88000.0,89000.0,94000.0,97500.0,99950.0,104998.0,109950.0,115000.0,124950.0,129000.0,134000.0,139000.0,135000.0,137000.0,140000.0,144000.0,151500.0,155500.0,157500.0,158498.0,157000.0,156225.0,157000.0,161000.0,164475.0,166000.0,169995.0,180000.0,185000.0,185000.0,186000.0,187250.0,184000.0,180000.0,172000.0,170000.0,172000.0,171500.0,172250.0,172000.0,175000.0,175000.0,175000.0,185000.0,180000.0,182500.0,180000.0,179250.0,180000.0,183500.0,184950.0,186500.0,198000.0,202750.0,217750.0,228751.0,230000.0,230000.0,232000.0,234250.0,245000.0,252500.0,265000.0,265000.0,274475.0,273950.0,272225.0,270000.0,270000.0,270000.0,270000.0,270500.0,280000.0,280000.0,293000.0,295000.0,300000.0
E05010926,110000.0,115000.0,119995.0,125000.0,128995.0,128000.0,128000.0,126000.0,128950.0,136500.0,139000.0,150000.0,157500.0,168500.0,172000.0,166000.0,168125.0,172375.0,180000.0,184000.0,182000.0,182500.0,177750.0,178000.0,180400.0,182500.0,196500.0,200000.0,202000.0,208500.0,209750.0,217750.0,220000.0,219000.0,205500.0,197750.0,195500.0,200000.0,194000.0,194500.0,195000.0,200000.0,205000.0,203000.0,206716.0,200000.0,203000.0,201000.0,195000.0,195000.0,188250.0,189250.0,203750.0,205000.0,217500.0,225000.0,232750.0,238000.0,242500.0,245000.0,240063.0,249475.0,250000.0,266000.0,270000.0,287000.0,296000.0,302500.0,310000.0,305000.0,315000.0,322750.0,323000.0,327500.0,330000.0,330000.0,328000.0,322500.0,315000.0,320000.0
E05012968,86000.0,92475.0,99950.0,109950.0,115000.0,122000.0,124500.0,124950.0,129950.0,137225.0,139950.0,143000.0,143500.0,139950.0,139740.0,140500.0,145000.0,164725.0,175000.0,175000.0,175000.0,170500.0,173500.0,173000.0,165250.0,169950.0,170000.0,172778.0,187500.0,189950.0,192750.0,194950.0,195000.0,199250.0,200000.0,215000.0,196500.0,190000.0,186000.0,180350.0,184500.0,184000.0,190500.0,190000.0,186000.0,181750.0,176000.0,188000.0,188000.0,191000.0,200750.0,196500.0,208250.0,193000.0,190000.0,188250.0,185500.0,191000.0,208250.0,212500.0,223000.0,230000.0,240000.0,265000.0,269250.0,289000.0,295000.0,286450.0,285950.0,289950.0,295000.0,300000.0,300000.0,292498.0,289995.0,291995.0,292500.0,310000.0,320000.0,328146.0
E05010928,82500.0,85000.0,89475.0,94250.0,101000.0,102000.0,102875.0,104500.0,105000.0,111750.0,117975.0,126000.0,129995.0,138000.0,141000.0,143000.0,142000.0,144975.0,152000.0,155000.0,156000.0,157000.0,155000.0,156750.0,160000.0,162000.0,165000.0,169950.0,173000.0,179995.0,186000.0,191000.0,191000.0,197500.0,188000.0,182500.0,180000.0,178000.0,175000.0,178000.0,190000.0,194500.0,195000.0,190000.0,184975.0,185000.0,187000.0,190000.0,191000.0,187000.0,203500.0,196000.0,203500.0,210000.0,210000.0,217000.0,215000.0,215000.0,220000.0,225000.0,235000.0,240000.0,242000.0,250000.0,255000.0,252750.0,265000.0,265000.0,270000.0,275550.0,275000.0,280000.0,281500.0,283500.0,285000.0,281250.0,280000.0,275000.0,275000.0,271750.0
E05010929,153500.0,154250.0,157000.0,163975.0,170000.0,178000.0,170000.0,175500.0,180000.0,178750.0,194450.0,208475.0,225000.0,235000.0,235000.0,234973.0,241750.0,245000.0,265000.0,277250.0,275000.0,281500.0,283889.0,280000.0,275000.0,288389.0,285000.0,285000.0,310000.0,303000.0,290000.0,325000.0,325000.0,335000.0,297500.0,295000.0,300000.0,275000.0,250000.0,250000.0,266750.0,287250.0,320000.0,321250.0,327500.0,318750.0,308000.0,287500.0,270000.0,270000.0,282500.0,290000.0,285000.0,290000.0,275000.0,330000.0,330000.0,320000.0,331000.0,332000.0,335000.0,329500.0,352382.0,328750.0,342500.0,375000.0,361000.0,342500.0,330000.0,319975.0,320000.0,325000.0,321250.0,325000.0,325000.0,327000.0,333500.0,335000.0,325000.0,320000.0
E05010930,149950.0,149975.0,159950.0,171475.0,174000.0,181250.0,177000.0,177000.0,179950.0,179475.0,198500.0,210250.0,216050.0,245500.0,249950.0,249973.0,249225.0,240000.0,250000.0,275000.0,279250.0,280000.0,263500.0,268750.0,265000.0,260000.0,275000.0,250000.0,252500.0,275000.0,283500.0,300000.0,296000.0,290875.0,283000.0,280000.0,281250.0,277500.0,283000.0,270000.0,285000.0,286250.0,305000.0,330000.0,330000.0,342500.0,350000.0,340000.0,331250.0,325000.0,292500.0,305000.0,310000.0,330000.0,325000.0,325000.0,330000.0,342000.0,360000.0,330000.0,331000.0,325000.0,322475.0,340000.0,349950.0,350000.0,375000.0,375000.0,375000.0,385000.0,385000.0,414000.0,420000.0,420000.0,425000.0,421000.0,425000.0,420000.0,416500.0,399975.0
E05012969,145000.0,154000.0,155500.0,151500.0,155500.0,173750.0,174000.0,186500.0,195000.0,185000.0,208000.0,210000.0,224125.0,245000.0,245000.0,249998.0,250000.0,260100.0,273500.0,275000.0,271000.0,265000.0,265000.0,250000.0,279950.0,303750.0,295000.0,295000.0,292500.0,292250.0,312000.0,343000.0,349750.0,365000.0,362500.0,300000.0,284300.0,295000.0,285000.0,285250.0,300000.0,300000.0,310000.0,322553.0,317553.0,315000.0,311250.0,345000.0,326750.0,328000.0,330000.0,310000.0,310000.0,310000.0,312750.0,320000.0,331498.0,330000.0,329995.0,345000.0,350000.0,394995.0,395999.0,375000.0,369950.0,362500.0,359950.0,368473.0,365000.0,369995.0,374995.0,384975.0,402973.0,405473.0,410000.0,405000.0,409473.0,410000.0,410000.0,396000.0
E05010932,105000.0,115000.0,119995.0,120750.0,122250.0,126000.0,132000.0,130000.0,135000.0,143975.0,149998.0,165000.0,170000.0,170000.0,178000.0,175500.0,179475.0,186500.0,196000.0,210000.0,210000.0,205000.0,205000.0,209995.0,208250.0,210000.0,216000.0,225000.0,230000.0,236200.0,245000.0,245000.0,242955.0,240000.0,225000.0,218995.0,209000.0,205000.0,206000.0,215000.0,217475.0,226000.0,236000.0,234995.0,237500.0,240250.0,231250.0,227500.0,230000.0,229000.0,230000.0,235250.0,236750.0,245000.0,249950.0,250000.0,250000.0,259751.0,265000.0,270000.0,282500.0,282250.0,300000.0,315000.0,325000.0,347000.0,356500.0,347000.0,348750.0,337000.0,330000.0,332250.0,336000.0,338750.0,350000.0,357500.0,352000.0,350000.0,341000.0,327750.0
E05010933,95000.0,98000.0,102000.0,110000.0,113000.0,117000.0,122250.0,126000.0,136000.0,142000.0,154000.0,157500.0,160000.0,160000.0,161000.0,168000.0,174000.0,179725.0,192250.0,198000.0,198250.0,196000.0,187250.0,189250.0,196750.0,201000.0,205000.0,211500.0,214500.0,220000.0,235000.0,239950.0,240000.0,239950.0,228750.0,214256.0,207250.0,189000.0,191000.0,200000.0,210000.0,225000.0,225000.0,235000.0,228000.0,234995.0,238000.0,240000.0,237500.0,226000.0,230000.0,236000.0,240000.0,247475.0,241000.0,242000.0,246000.0,250000.0,273750.0,273750.0,275000.0,280000.0,289500.0,311250.0,325000.0,337500.0,345000.0,342500.0,343250.0,340750.0,327500.0,317000.0,325000.0,315000.0,315000.0,329500.0,316250.0,320250.0,325000.0,315000.0
E05010934,151000.0,151000.0,165000.0,175000.0,177250.0,192250.0,182500.0,159975.0,163000.0,157500.0,179500.0,215000.0,224500.0,231250.0,238500.0,249975.0,245000.0,241750.0,250000.0,234000.0,234500.0,236750.0,235000.0,245000.0,245000.0,261750.0,278250.0,299250.0,312000.0,315000.0,320000.0,321250.0,323750.0,318500.0,300650.0,289375.0,266013.0,248248.0,250000.0,249995.0,255000.0,285000.0,280000.0,294975.0,293725.0,316875.0,320000.0,320000.0,320000.0,300000.0,317500.0,302500.0,305000.0,311000.0,304975.0,335000.0,330000.0,327500.0,320000.0,327500.0,330000.0,360000.0,377510.0,365000.0,387500.0,360250.0,357000.0,358500.0,360125.0,390000.0,400000.0,401250.0,402500.0,402500.0,399950.0,405000.0,435000.0,439500.0,450000.0,430000.0
E05006545,100000.0,102950.0,112000.0,117500.0,116250.0,115000.0,115000.0,110025.0,114750.0,117000.0,137500.0,155000.0,160000.0,170000.0,172000.0,190000.0,185000.0,185000.0,180000.0,180500.0,183975.0,176250.0,177575.0,177500.0,177950.0,191148.0,201398.0,200635.0,205000.0,215000.0,209950.0,206000.0,215000.0,216250.0,212000.0,209500.0,202500.0,202500.0,191500.0,210000.0,200750.0,200000.0,205000.0,205000.0,205000.0,205000.0,208500.0,206000.0,206500.0,203000.0,200000.0,210000.0,206000.0,215000.0,215000.0,212000.0,213500.0,220000.0,229500.0,244000.0,247000.0,250000.0,273000.0,280000.0,291000.0,292000.0,296975.0,305000.0,296975.0,300000.0,300501.0,300000.0,312500.0,315000.0,322000.0,332500.0,370000.0,368750.0,368750.0,369500.0
E05006546,71500.0,75500.0,80000.0,86000.0,86000.0,89000.0,90750.0,93000.0,96750.0,107000.0,112000.0,114500.0,119950.0,127500.0,132250.0,140500.0,142750.0,145000.0,145750.0,149500.0,155500.0,157500.0,158000.0,158000.0,159995.0,160000.0,161000.0,164000.0,165000.0,165000.0,174950.0,184995.0,190000.0,195000.0,199475.0,194950.0,170000.0,158500.0,165000.0,165000.0,169500.0,170000.0,174950.0,178250.0,177000.0,177500.0,172500.0,170000.0,173750.0,172000.0,175000.0,183500.0,187000.0,187000.0,188000.0,191000.0,193000.0,205000.0,211500.0,219000.0,220000.0,225000.0,240500.0,243750.0,255000.0,260000.0,270500.0,270000.0,274500.0,277000.0,280000.0,286500.0,285000.0,285000.0,283000.0,275000.0,275000.0,270000.0,270000.0,269250.0
E05006547,131750.0,132250.0,141111.0,151000.0,115000.0,139000.0,178000.0,180000.0,189995.0,187995.0,177995.0,180000.0,185000.0,196000.0,208000.0,207500.0,220000.0,227000.0,240000.0,255000.0,274750.0,270000.0,245000.0,246500.0,248500.0,245000.0,249725.0,252500.0,246000.0,249975.0,249950.0,245000.0,249975.0,250000.0,260000.0,282500.0,249999.0,220000.0,240000.0,240000.0,250000.0,249975.0,271250.0,280000.0,297500.0,295000.0,250000.0,250000.0,250000.0,285000.0,285000.0,276750.0,285000.0,315000.0,365000.0,354475.0,360000.0,306000.0,301250.0,302500.0,304500.0,395000.0,450000.0,450000.0,362500.0,365000.0,365000.0,375000.0,430000.0,512500.0,585000.0,545000.0,425000.0,420000.0,402000.0,385000.0,390000.0,385000.0,398000.0,420000.0
E05006548,96750.0,100500.0,115000.0,120000.0,123000.0,127250.0,133000.0,134500.0,135000.0,138750.0,142000.0,145000.0,155000.0,172000.0,177500.0,180000.0,186500.0,196500.0,209500.0,215000.0,218250.0,218500.0,215000.0,201000.0,192500.0,189750.0,191000.0,200000.0,205000.0,225000.0,236250.0,240000.0,247000.0,247475.0,240000.0,238500.0,230000.0,210000.0,215000.0,207000.0,210000.0,222500.0,223250.0,225000.0,216500.0,210000.0,208550.0,207500.0,215000.0,215000.0,216250.0,222500.0,227000.0,236000.0,237000.0,238000.0,240000.0,240000.0,267000.0,282500.0,287750.0,290000.0,299000.0,299975.0,310000.0,310000.0,320000.0,330000.0,330000.0,337500.0,340000.0,353500.0,349000.0,320000.0,323500.0,320000.0,326000.0,310500.0,310000.0,300000.0
E05006549,94998.0,101625.0,115750.0,121250.0,122500.0,124500.0,130000.0,133000.0,135000.0,142250.0,149950.0,159950.0,166750.0,177000.0,181000.0,184000.0,186000.0,189995.0,195000.0,200000.0,201500.0,201000.0,200000.0,204000.0,200000.0,209500.0,215000.0,220000.0,229000.0,229975.0,236000.0,240000.0,242500.0,247500.0,245000.0,239600.0,225000.0,205000.0,205000.0,206500.0,206500.0,223750.0,235000.0,242500.0,245000.0,235000.0,233800.0,225000.0,226000.0,230000.0,237000.0,240250.0,236000.0,239000.0,240500.0,245500.0,247750.0,250000.0,250000.0,265000.0,270000.0,250000.0,267500.0,270000.0,290000.0,316500.0,299000.0,295000.0,295000.0,300000.0,334000.0,340000.0,355000.0,350000.0,350000.0,350000.0,344500.0,345000.0,349000.0,347000.0
E05006550,107500.0,115000.0,120000.0,127225.0,128000.0,130000.0,130000.0,135000.0,134000.0,140000.0,140000.0,150000.0,168000.0,175000.0,175000.0,168750.0,167250.0,175000.0,183000.0,185500.0,190000.0,190000.0,183500.0,190000.0,192250.0,208000.0,235000.0,245000.0,248000.0,249500.0,249995.0,249250.0,241500.0,230000.0,228250.0,226000.0,218000.0,227000.0,205000.0,207000.0,209000.0,210000.0,230000.0,239500.0,240000.0,240000.0,224000.0,219000.0,220000.0,227500.0,232750.0,236000.0,246250.0,249000.0,247500.0,243000.0,242000.0,242500.0,252630.0,284000.0,295000.0,294000.0,303500.0,315000.0,315000.0,330000.0,339644.0,340000.0,355000.0,347500.0,345648.0,340000.0,327500.0,336500.0,345750.0,350000.0,346250.0,340000.0,329000.0,322500.0
E05006551,139475.0,150000.0,177475.0,166013.0,162000.0,161000.0,165000.0,172500.0,180000.0,192500.0,200500.0,204000.0,215000.0,223500.0,232500.0,235000.0,247000.0,235000.0,232000.0,250000.0,247000.0,245000.0,250000.0,245000.0,249950.0,265000.0,285000.0,303000.0,303000.0,282125.0,279950.0,278975.0,276500.0,290000.0,290000.0,281250.0,277500.0,267500.0,268750.0,290500.0,340000.0,345000.0,325000.0,312650.0,300000.0,307000.0,330000.0,317500.0,320000.0,308000.0,321000.0,330000.0,330000.0,330000.0,356250.0,345000.0,349950.0,381500.0,384125.0,422250.0,460000.0,490000.0,487500.0,481250.0,475000.0,488000.0,489000.0,488000.0,495000.0,447500.0,425000.0,480000.0,531250.0,530000.0,550000.0,530000.0,525000.0,500000.0,500000.0,552500.0
E05006552,114750.0,120000.0,122500.0,127000.0,128975.0,132500.0,137250.0,137500.0,148300.0,151000.0,156500.0,173500.0,184000.0,196250.0,206500.0,206500.0,214000.0,215000.0,215000.0,224000.0,224998.0,224998.0,218500.0,214000.0,210000.0,220000.0,231000.0,235000.0,245000.0,240000.0,245000.0,248225.0,244500.0,250000.0,270000.0,275000.0,285000.0,277500.0,270500.0,249500.0,253750.0,250000.0,250000.0,250000.0,250000.0,250000.0,246000.0,250000.0,245500.0,247500.0,249000.0,249500.0,250000.0,270000.0,282500.0,309700.0,304000.0,294500.0,320000.0,330000.0,333000.0,330000.0,335000.0,345000.0,355000.0,360000.0,395000.0,388750.0,400000.0,395000.0,378750.0,377000.0,355000.0,350000.0,369000.0,385000.0,387500.0,390000.0,395000.0,399000.0
E05006553,131500.0,142200.0,156000.0,164000.0,165640.0,170000.0,170000.0,180000.0,180000.0,180000.0,190000.0,196000.0,205000.0,215000.0,215000.0,210000.0,219000.0,219000.0,235000.0,240000.0,255000.0,250000.0,240000.0,239000.0,235000.0,244950.0,245250.0,250000.0,250000.0,260000.0,290000.0,325000.0,325000.0,325000.0,317500.0,300000.0,297475.0,307500.0,263500.0,254100.0,264000.0,267250.0,290000.0,283000.0,283000.0,275000.0,275000.0,276000.0,278500.0,290000.0,295600.0,292800.0,302800.0,310000.0,315000.0,330000.0,345500.0,348750.0,348750.0,352000.0,353750.0,358000.0,407000.0,385000.0,380000.0,407000.0,420000.0,440000.0,460000.0,460000.0,437500.0,440000.0,410000.0,403000.0,425000.0,415000.0,447500.0,433125.0,416000.0,408000.0
E05006554,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
E05006555,126000.0,140000.0,145000.0,150000.0,150000.0,149850.0,150000.0,155000.0,156000.0,165500.0,180000.0,189950.0,192000.0,194975.0,193500.0,200000.0,200000.0,213500.0,227500.0,236000.0,244000.0,245000.0,236500.0,245000.0,243500.0,238000.0,249200.0,249950.0,249995.0,264375.0,290000.0,300000.0,300000.0,297250.0,275000.0,250000.0,243750.0,235000.0,240000.0,248250.0,250000.0,280000.0,285250.0,300500.0,295000.0,292750.0,283750.0,280000.0,250000.0,280000.0,286000.0,305000.0,325000.0,305000.0,307500.0,294000.0,312500.0,336890.0,372500.0,375000.0,375000.0,405000.0,410000.0,419000.0,445000.0,407500.0,460000.0,430250.0,415000.0,435000.0,400000.0,400000.0,432500.0,400000.0,480000.0,440000.0,437500.0,442500.0,437500.0,435250.0
